p,U:0,U:1,U:2,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-1.70776e-05,2.77747e-03,8.90711e-04,2.73884e-22,1,3.40017e-01,8.28415e-01,8.79985e-02,3.40000e-03
-1.91147e-05,2.74027e-03,9.37281e-04,2.73884e-22,1,3.41017e-01,8.29381e-01,8.82573e-02,3.41000e-03
-2.11520e-05,2.70307e-03,9.83855e-04,2.73884e-22,1,3.42017e-01,8.30347e-01,8.85161e-02,3.42000e-03
-2.31892e-05,2.66587e-03,1.03043e-03,2.73884e-22,1,3.43017e-01,8.31313e-01,8.87749e-02,3.43000e-03
-2.52265e-05,2.62867e-03,1.07700e-03,2.73884e-22,1,3.44017e-01,8.32278e-01,8.90338e-02,3.44000e-03
-2.72637e-05,2.59147e-03,1.12357e-03,2.73884e-22,1,3.45017e-01,8.33244e-01,8.92926e-02,3.45000e-03
-2.93010e-05,2.55427e-03,1.17014e-03,2.73884e-22,1,3.46017e-01,8.34210e-01,8.95514e-02,3.46000e-03
-3.13382e-05,2.51707e-03,1.21671e-03,2.73884e-22,1,3.47017e-01,8.35176e-01,8.98102e-02,3.47000e-03
-3.33755e-05,2.47987e-03,1.26329e-03,2.73884e-22,1,3.48017e-01,8.36142e-01,9.00690e-02,3.48000e-03
-3.54128e-05,2.44267e-03,1.30986e-03,2.73884e-22,1,3.49017e-01,8.37108e-01,9.03278e-02,3.49000e-03
-3.74500e-05,2.40547e-03,1.35643e-03,2.73884e-22,1,3.50017e-01,8.38074e-01,9.05867e-02,3.50000e-03
-4.07384e-05,2.26580e-03,1.44768e-03,2.68406e-22,1,3.51018e-01,8.39040e-01,9.08455e-02,3.51000e-03
-4.40267e-05,2.12612e-03,1.53893e-03,2.62928e-22,1,3.52018e-01,8.40006e-01,9.11043e-02,3.52000e-03
-4.73151e-05,1.98645e-03,1.63018e-03,2.57451e-22,1,3.53018e-01,8.40972e-01,9.13631e-02,3.53000e-03
-5.06034e-05,1.84677e-03,1.72142e-03,2.51973e-22,1,3.54018e-01,8.41938e-01,9.16219e-02,3.54000e-03
-5.38918e-05,1.70710e-03,1.81267e-03,2.46495e-22,1,3.55018e-01,8.42904e-01,9.18808e-02,3.55000e-03
-5.71800e-05,1.56743e-03,1.90392e-03,2.41018e-22,1,3.56018e-01,8.43870e-01,9.21396e-02,3.56000e-03
-6.04684e-05,1.42775e-03,1.99517e-03,2.35540e-22,1,3.57018e-01,8.44836e-01,9.23984e-02,3.57000e-03
-6.37567e-05,1.28808e-03,2.08641e-03,2.30062e-22,1,3.58018e-01,8.45801e-01,9.26572e-02,3.58000e-03
-6.70451e-05,1.14840e-03,2.17766e-03,2.24585e-22,1,3.59018e-01,8.46767e-01,9.29160e-02,3.59000e-03
-7.03335e-05,1.00872e-03,2.26891e-03,2.19107e-22,1,3.60018e-01,8.47733e-01,9.31749e-02,3.60000e-03
-7.36218e-05,8.69049e-04,2.36016e-03,2.13629e-22,1,3.61018e-01,8.48699e-01,9.34337e-02,3.61000e-03
-7.69102e-05,7.29373e-04,2.45141e-03,2.08152e-22,1,3.62018e-01,8.49665e-01,9.36925e-02,3.62000e-03
-8.01984e-05,5.89700e-04,2.54265e-03,2.02674e-22,1,3.63018e-01,8.50631e-01,9.39513e-02,3.63000e-03
-8.34869e-05,4.50024e-04,2.63390e-03,1.97196e-22,1,3.64018e-01,8.51597e-01,9.42101e-02,3.64000e-03
-8.67751e-05,3.10351e-04,2.72515e-03,1.91719e-22,1,3.65018e-01,8.52563e-01,9.44690e-02,3.65000e-03
-9.00635e-05,1.70675e-04,2.81640e-03,1.86241e-22,1,3.66018e-01,8.53529e-01,9.47278e-02,3.66000e-03
-9.33518e-05,3.10019e-05,2.90764e-03,1.80763e-22,1,3.67018e-01,8.54495e-01,9.49866e-02,3.67000e-03
-9.66402e-05,-1.08674e-04,2.99889e-03,1.75286e-22,1,3.68018e-01,8.55461e-01,9.52454e-02,3.68000e-03
-9.99284e-05,-2.48347e-04,3.09014e-03,1.69808e-22,1,3.69018e-01,8.56427e-01,9.55042e-02,3.69000e-03
-1.03217e-04,-3.88024e-04,3.18139e-03,1.64330e-22,1,3.70018e-01,8.57393e-01,9.57630e-02,3.70000e-03
-1.06505e-04,-5.27702e-04,3.27264e-03,1.58853e-22,1,3.71019e-01,8.58359e-01,9.60219e-02,3.71000e-03
-1.09794e-04,-6.67375e-04,3.36388e-03,1.53375e-22,1,3.72019e-01,8.59324e-01,9.62807e-02,3.72000e-03
-1.13082e-04,-8.07051e-04,3.45513e-03,1.47897e-22,1,3.73019e-01,8.60290e-01,9.65395e-02,3.73000e-03
-1.16370e-04,-9.46724e-04,3.54638e-03,1.42420e-22,1,3.74019e-01,8.61256e-01,9.67983e-02,3.74000e-03
-1.19659e-04,-1.08640e-03,3.63763e-03,1.36942e-22,1,3.75019e-01,8.62222e-01,9.70571e-02,3.75000e-03
-1.22947e-04,-1.22607e-03,3.72887e-03,1.31464e-22,1,3.76019e-01,8.63188e-01,9.73160e-02,3.76000e-03
-1.26235e-04,-1.36575e-03,3.82012e-03,1.25987e-22,1,3.77019e-01,8.64154e-01,9.75748e-02,3.77000e-03
-1.29524e-04,-1.50542e-03,3.91137e-03,1.20509e-22,1,3.78019e-01,8.65120e-01,9.78336e-02,3.78000e-03
-1.32812e-04,-1.64510e-03,4.00262e-03,1.15031e-22,1,3.79019e-01,8.66086e-01,9.80924e-02,3.79000e-03
-1.36100e-04,-1.78477e-03,4.09386e-03,1.09553e-22,1,3.80019e-01,8.67052e-01,9.83512e-02,3.80000e-03
-1.39389e-04,-1.92445e-03,4.18511e-03,1.04076e-22,1,3.81019e-01,8.68018e-01,9.86101e-02,3.81000e-03
-1.42677e-04,-2.06413e-03,4.27636e-03,9.85983e-23,1,3.82019e-01,8.68984e-01,9.88689e-02,3.82000e-03
-1.45965e-04,-2.20380e-03,4.36761e-03,9.31205e-23,1,3.83019e-01,8.69950e-01,9.91277e-02,3.83000e-03
-1.49254e-04,-2.34348e-03,4.45886e-03,8.76430e-23,1,3.84019e-01,8.70916e-01,9.93865e-02,3.84000e-03
-1.52542e-04,-2.48315e-03,4.55010e-03,8.21652e-23,1,3.85019e-01,8.71881e-01,9.96453e-02,3.85000e-03
-1.55830e-04,-2.62283e-03,4.64135e-03,7.66877e-23,1,3.86019e-01,8.72847e-01,9.99041e-02,3.86000e-03
-1.59119e-04,-2.76250e-03,4.73260e-03,7.12099e-23,1,3.87019e-01,8.73813e-01,1.00163e-01,3.87000e-03
-1.62407e-04,-2.90217e-03,4.82385e-03,6.57324e-23,1,3.88019e-01,8.74779e-01,1.00422e-01,3.88000e-03
-1.65695e-04,-3.04185e-03,4.91509e-03,6.02546e-23,1,3.89019e-01,8.75745e-01,1.00681e-01,3.89000e-03
-1.68984e-04,-3.18152e-03,5.00634e-03,5.47768e-23,1,3.90020e-01,8.76711e-01,1.00939e-01,3.90000e-03
-1.72272e-04,-3.32120e-03,5.09759e-03,4.92990e-23,1,3.91020e-01,8.77677e-01,1.01198e-01,3.91000e-03
-1.75560e-04,-3.46087e-03,5.18884e-03,4.38215e-23,1,3.92020e-01,8.78643e-01,1.01457e-01,3.92000e-03
-1.78849e-04,-3.60056e-03,5.28009e-03,3.83445e-23,1,3.93020e-01,8.79609e-01,1.01716e-01,3.93000e-03
-1.82137e-04,-3.74022e-03,5.37133e-03,3.28662e-23,1,3.94020e-01,8.80575e-01,1.01975e-01,3.94000e-03
-1.85426e-04,-3.87991e-03,5.46258e-03,2.73892e-23,1,3.95020e-01,8.81541e-01,1.02234e-01,3.95000e-03
-1.88714e-04,-4.01957e-03,5.55383e-03,2.19109e-23,1,3.96020e-01,8.82507e-01,1.02492e-01,3.96000e-03
