p,-U:0,-U:1,-U:2,T,U:0,U:1,U:2,alphaQGD,rho,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
-1.70877e-03,-7.34274e-05,-4.05827e-05,0.00000e+00,1.41596e+00,7.34274e-05,4.05827e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.33600e-01,3.00000e-01,2.33600e-01,2.00000e-03
-1.69553e-03,-7.48737e-05,-3.92020e-05,0.00000e+00,1.41496e+00,7.48737e-05,3.92020e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.34000e-01,3.00000e-01,2.34000e-01,2.00000e-03
-1.68229e-03,-7.63242e-05,-3.78103e-05,0.00000e+00,1.41396e+00,7.63242e-05,3.78103e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.34400e-01,3.00000e-01,2.34400e-01,2.00000e-03
-1.66891e-03,-7.78002e-05,-3.64072e-05,0.00000e+00,1.41296e+00,7.78002e-05,3.64072e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.34800e-01,3.00000e-01,2.34800e-01,2.00000e-03
-1.65522e-03,-7.93233e-05,-3.49933e-05,0.00000e+00,1.41196e+00,7.93233e-05,3.49933e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.35200e-01,3.00000e-01,2.35200e-01,2.00000e-03
-1.64153e-03,-8.08506e-05,-3.35697e-05,0.00000e+00,1.41096e+00,8.08506e-05,3.35697e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.35600e-01,3.00000e-01,2.35600e-01,2.00000e-03
-1.62767e-03,-8.24015e-05,-3.21309e-05,0.00000e+00,1.40995e+00,8.24015e-05,3.21309e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.36000e-01,3.00000e-01,2.36000e-01,2.00000e-03
-1.61324e-03,-8.40146e-05,-3.06794e-05,0.00000e+00,1.40895e+00,8.40146e-05,3.06794e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.36400e-01,3.00000e-01,2.36400e-01,2.00000e-03
-1.59879e-03,-8.56298e-05,-2.92194e-05,0.00000e+00,1.40795e+00,8.56298e-05,2.92194e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.36800e-01,3.00000e-01,2.36800e-01,2.00000e-03
-1.58430e-03,-8.72469e-05,-2.77510e-05,0.00000e+00,1.40695e+00,8.72469e-05,2.77510e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.37200e-01,3.00000e-01,2.37200e-01,2.00000e-03
-1.56944e-03,-8.88919e-05,-2.62737e-05,0.00000e+00,1.40595e+00,8.88919e-05,2.62737e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.37600e-01,3.00000e-01,2.37600e-01,2.00000e-03
-1.55435e-03,-9.05518e-05,-2.47891e-05,0.00000e+00,1.40494e+00,9.05518e-05,2.47891e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.38000e-01,3.00000e-01,2.38000e-01,2.00000e-03
-1.53923e-03,-9.22135e-05,-2.32977e-05,0.00000e+00,1.40394e+00,9.22135e-05,2.32977e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.38400e-01,3.00000e-01,2.38400e-01,2.00000e-03
-1.52387e-03,-9.38854e-05,-2.17993e-05,0.00000e+00,1.40294e+00,9.38854e-05,2.17993e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.38800e-01,3.00000e-01,2.38800e-01,2.00000e-03
-1.50808e-03,-9.55756e-05,-2.02953e-05,0.00000e+00,1.40194e+00,9.55756e-05,2.02953e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.39200e-01,3.00000e-01,2.39200e-01,2.00000e-03
-1.49223e-03,-9.72675e-05,-1.87861e-05,0.00000e+00,1.40093e+00,9.72675e-05,1.87861e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.39600e-01,3.00000e-01,2.39600e-01,2.00000e-03
-1.47632e-03,-9.89610e-05,-1.72719e-05,0.00000e+00,1.39993e+00,9.89610e-05,1.72719e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.40000e-01,3.00000e-01,2.40000e-01,2.00000e-03
-1.45973e-03,-1.00667e-04,-1.57545e-05,0.00000e+00,1.39893e+00,1.00667e-04,1.57545e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.40400e-01,3.00000e-01,2.40400e-01,2.00000e-03
-1.44308e-03,-1.02373e-04,-1.42339e-05,0.00000e+00,1.39792e+00,1.02373e-04,1.42339e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.40800e-01,3.00000e-01,2.40800e-01,2.00000e-03
-1.42634e-03,-1.04082e-04,-1.27099e-05,0.00000e+00,1.39692e+00,1.04082e-04,1.27099e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.41200e-01,3.00000e-01,2.41200e-01,2.00000e-03
-1.40909e-03,-1.05788e-04,-1.11850e-05,0.00000e+00,1.39592e+00,1.05788e-04,1.11850e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.41600e-01,3.00000e-01,2.41600e-01,2.00000e-03
-1.39153e-03,-1.07495e-04,-9.65970e-06,0.00000e+00,1.39491e+00,1.07495e-04,9.65970e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.42000e-01,3.00000e-01,2.42000e-01,2.00000e-03
-1.37388e-03,-1.09202e-04,-8.13284e-06,0.00000e+00,1.39391e+00,1.09202e-04,8.13284e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.42400e-01,3.00000e-01,2.42400e-01,2.00000e-03
-1.35567e-03,-1.10904e-04,-6.60546e-06,0.00000e+00,1.39291e+00,1.10904e-04,6.60546e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.42800e-01,3.00000e-01,2.42800e-01,2.00000e-03
-1.33673e-03,-1.12592e-04,-5.08140e-06,0.00000e+00,1.39190e+00,1.12592e-04,5.08140e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.43200e-01,3.00000e-01,2.43200e-01,2.00000e-03
-1.31766e-03,-1.14277e-04,-3.55817e-06,0.00000e+00,1.39090e+00,1.14277e-04,3.55817e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.43600e-01,3.00000e-01,2.43600e-01,2.00000e-03
-1.29847e-03,-1.15960e-04,-2.03566e-06,0.00000e+00,1.38990e+00,1.15960e-04,2.03566e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.44000e-01,3.00000e-01,2.44000e-01,2.00000e-03
-1.27840e-03,-1.17606e-04,-5.23780e-07,0.00000e+00,1.38889e+00,1.17606e-04,5.23780e-07,0.00000e+00,5.00000e-01,1.00000e+03,1,2.44400e-01,3.00000e-01,2.44400e-01,2.00000e-03
-1.25819e-03,-1.19248e-04,9.85437e-07,0.00000e+00,1.38789e+00,1.19248e-04,-9.85437e-07,0.00000e+00,5.00000e-01,1.00000e+03,1,2.44800e-01,3.00000e-01,2.44800e-01,2.00000e-03
-1.23783e-03,-1.20886e-04,2.49188e-06,0.00000e+00,1.38688e+00,1.20886e-04,-2.49188e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.45200e-01,3.00000e-01,2.45200e-01,2.00000e-03
-1.21680e-03,-1.22489e-04,3.98691e-06,0.00000e+00,1.38588e+00,1.22489e-04,-3.98691e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.45600e-01,3.00000e-01,2.45600e-01,2.00000e-03
-1.19534e-03,-1.24072e-04,5.47326e-06,0.00000e+00,1.38487e+00,1.24072e-04,-5.47326e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.46000e-01,3.00000e-01,2.46000e-01,2.00000e-03
-1.17372e-03,-1.25651e-04,6.95493e-06,0.00000e+00,1.38387e+00,1.25651e-04,-6.95493e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.46400e-01,3.00000e-01,2.46400e-01,2.00000e-03
-1.15166e-03,-1.27205e-04,8.42644e-06,0.00000e+00,1.38287e+00,1.27205e-04,-8.42644e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.46800e-01,3.00000e-01,2.46800e-01,2.00000e-03
-1.12886e-03,-1.28713e-04,9.88085e-06,0.00000e+00,1.38186e+00,1.28713e-04,-9.88085e-06,0.00000e+00,5.00000e-01,1.00000e+03,1,2.47200e-01,3.00000e-01,2.47200e-01,2.00000e-03
-1.10589e-03,-1.30216e-04,1.13288e-05,0.00000e+00,1.38086e+00,1.30216e-04,-1.13288e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.47600e-01,3.00000e-01,2.47600e-01,2.00000e-03
-1.08274e-03,-1.31714e-04,1.27703e-05,0.00000e+00,1.37985e+00,1.31714e-04,-1.27703e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.48000e-01,3.00000e-01,2.48000e-01,2.00000e-03
-1.05850e-03,-1.33132e-04,1.41837e-05,0.00000e+00,1.37885e+00,1.33132e-04,-1.41837e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.48400e-01,3.00000e-01,2.48400e-01,2.00000e-03
-1.03408e-03,-1.34544e-04,1.55889e-05,0.00000e+00,1.37784e+00,1.34544e-04,-1.55889e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.48800e-01,3.00000e-01,2.48800e-01,2.00000e-03
-1.00947e-03,-1.35951e-04,1.69859e-05,0.00000e+00,1.37684e+00,1.35951e-04,-1.69859e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.49200e-01,3.00000e-01,2.49200e-01,2.00000e-03
-9.83612e-04,-1.37272e-04,1.83503e-05,0.00000e+00,1.37583e+00,1.37272e-04,-1.83503e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.49600e-01,3.00000e-01,2.49600e-01,2.00000e-03
-9.57085e-04,-1.38548e-04,1.96937e-05,0.00000e+00,1.37483e+00,1.38548e-04,-1.96937e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.50000e-01,3.00000e-01,2.50000e-01,2.00000e-03
-9.30342e-04,-1.39814e-04,2.10265e-05,0.00000e+00,1.37382e+00,1.39814e-04,-2.10265e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.50400e-01,3.00000e-01,2.50400e-01,2.00000e-03
-9.03049e-04,-1.41039e-04,2.23389e-05,0.00000e+00,1.37281e+00,1.41039e-04,-2.23389e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.50800e-01,3.00000e-01,2.50800e-01,2.00000e-03
-8.74871e-04,-1.42189e-04,2.36199e-05,0.00000e+00,1.37181e+00,1.42189e-04,-2.36199e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.51200e-01,3.00000e-01,2.51200e-01,2.00000e-03
-8.46463e-04,-1.43329e-04,2.48888e-05,0.00000e+00,1.37080e+00,1.43329e-04,-2.48888e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.51600e-01,3.00000e-01,2.51600e-01,2.00000e-03
-8.17827e-04,-1.44458e-04,2.61457e-05,0.00000e+00,1.36980e+00,1.44458e-04,-2.61457e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.52000e-01,3.00000e-01,2.52000e-01,2.00000e-03
-7.87924e-04,-1.45471e-04,2.73561e-05,0.00000e+00,1.36879e+00,1.45471e-04,-2.73561e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.52400e-01,3.00000e-01,2.52400e-01,2.00000e-03
-7.57788e-04,-1.46474e-04,2.85531e-05,0.00000e+00,1.36778e+00,1.46474e-04,-2.85531e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.52800e-01,3.00000e-01,2.52800e-01,2.00000e-03
-7.27412e-04,-1.47465e-04,2.97366e-05,0.00000e+00,1.36678e+00,1.47465e-04,-2.97366e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.53200e-01,3.00000e-01,2.53200e-01,2.00000e-03
-6.96085e-04,-1.48370e-04,3.08815e-05,0.00000e+00,1.36577e+00,1.48370e-04,-3.08815e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.53600e-01,3.00000e-01,2.53600e-01,2.00000e-03
-6.64159e-04,-1.49226e-04,3.19993e-05,0.00000e+00,1.36477e+00,1.49226e-04,-3.19993e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.54000e-01,3.00000e-01,2.54000e-01,2.00000e-03
-6.31989e-04,-1.50070e-04,3.31025e-05,0.00000e+00,1.36376e+00,1.50070e-04,-3.31025e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.54400e-01,3.00000e-01,2.54400e-01,2.00000e-03
-5.99213e-04,-1.50863e-04,3.41773e-05,0.00000e+00,1.36275e+00,1.50863e-04,-3.41773e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.54800e-01,3.00000e-01,2.54800e-01,2.00000e-03
-5.65457e-04,-1.51565e-04,3.52099e-05,0.00000e+00,1.36175e+00,1.51565e-04,-3.52099e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.55200e-01,3.00000e-01,2.55200e-01,2.00000e-03
-5.31452e-04,-1.52254e-04,3.62266e-05,0.00000e+00,1.36074e+00,1.52254e-04,-3.62266e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.55600e-01,3.00000e-01,2.55600e-01,2.00000e-03
-4.97103e-04,-1.52924e-04,3.72250e-05,0.00000e+00,1.35973e+00,1.52924e-04,-3.72250e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.56000e-01,3.00000e-01,2.56000e-01,2.00000e-03
-4.60804e-04,-1.53417e-04,3.81477e-05,0.00000e+00,1.35873e+00,1.53417e-04,-3.81477e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.56400e-01,3.00000e-01,2.56400e-01,2.00000e-03
-4.24246e-04,-1.53896e-04,3.90537e-05,0.00000e+00,1.35772e+00,1.53896e-04,-3.90537e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.56800e-01,3.00000e-01,2.56800e-01,2.00000e-03
-3.87432e-04,-1.54361e-04,3.99430e-05,0.00000e+00,1.35671e+00,1.54361e-04,-3.99430e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.57200e-01,3.00000e-01,2.57200e-01,2.00000e-03
-3.49617e-04,-1.54729e-04,4.07860e-05,0.00000e+00,1.35571e+00,1.54729e-04,-4.07860e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.57600e-01,3.00000e-01,2.57600e-01,2.00000e-03
-3.11177e-04,-1.55043e-04,4.15971e-05,0.00000e+00,1.35470e+00,1.55043e-04,-4.15971e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.58000e-01,3.00000e-01,2.58000e-01,2.00000e-03
-2.72479e-04,-1.55342e-04,4.23909e-05,0.00000e+00,1.35369e+00,1.55342e-04,-4.23909e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.58400e-01,3.00000e-01,2.58400e-01,2.00000e-03
-2.33156e-04,-1.55587e-04,4.31527e-05,0.00000e+00,1.35269e+00,1.55587e-04,-4.31527e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.58800e-01,3.00000e-01,2.58800e-01,2.00000e-03
-1.92840e-04,-1.55736e-04,4.38675e-05,0.00000e+00,1.35168e+00,1.55736e-04,-4.38675e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.59200e-01,3.00000e-01,2.59200e-01,2.00000e-03
-1.52273e-04,-1.55871e-04,4.45648e-05,0.00000e+00,1.35067e+00,1.55871e-04,-4.45648e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.59600e-01,3.00000e-01,2.59600e-01,2.00000e-03
-1.11457e-04,-1.55992e-04,4.52443e-05,0.00000e+00,1.34967e+00,1.55992e-04,-4.52443e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.60000e-01,3.00000e-01,2.60000e-01,2.00000e-03
-6.93014e-05,-1.55979e-04,4.58634e-05,0.00000e+00,1.34866e+00,1.55979e-04,-4.58634e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.60400e-01,3.00000e-01,2.60400e-01,2.00000e-03
-2.68995e-05,-1.55953e-04,4.64648e-05,0.00000e+00,1.34766e+00,1.55953e-04,-4.64648e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.60800e-01,3.00000e-01,2.60800e-01,2.00000e-03
1.57489e-05,-1.55913e-04,4.70485e-05,0.00000e+00,1.34665e+00,1.55913e-04,-4.70485e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.61200e-01,3.00000e-01,2.61200e-01,2.00000e-03
5.93426e-05,-1.55783e-04,4.75876e-05,0.00000e+00,1.34564e+00,1.55783e-04,-4.75876e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.61600e-01,3.00000e-01,2.61600e-01,2.00000e-03
1.03530e-04,-1.55602e-04,4.80957e-05,0.00000e+00,1.34464e+00,1.55602e-04,-4.80957e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.62000e-01,3.00000e-01,2.62000e-01,2.00000e-03
1.47957e-04,-1.55408e-04,4.85863e-05,0.00000e+00,1.34363e+00,1.55408e-04,-4.85863e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.62400e-01,3.00000e-01,2.62400e-01,2.00000e-03
1.93458e-04,-1.55126e-04,4.90335e-05,0.00000e+00,1.34262e+00,1.55126e-04,-4.90335e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.62800e-01,3.00000e-01,2.62800e-01,2.00000e-03
2.40017e-04,-1.54749e-04,4.94358e-05,0.00000e+00,1.34162e+00,1.54749e-04,-4.94358e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.63200e-01,3.00000e-01,2.63200e-01,2.00000e-03
2.86791e-04,-1.54360e-04,4.98218e-05,0.00000e+00,1.34061e+00,1.54360e-04,-4.98218e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.63600e-01,3.00000e-01,2.63600e-01,2.00000e-03
3.33788e-04,-1.53961e-04,5.01917e-05,0.00000e+00,1.33961e+00,1.53961e-04,-5.01917e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.64000e-01,3.00000e-01,2.64000e-01,2.00000e-03
3.81934e-04,-1.53452e-04,5.05158e-05,0.00000e+00,1.33860e+00,1.53452e-04,-5.05158e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.64400e-01,3.00000e-01,2.64400e-01,2.00000e-03
4.30284e-04,-1.52934e-04,5.08245e-05,0.00000e+00,1.33760e+00,1.52934e-04,-5.08245e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.64800e-01,3.00000e-01,2.64800e-01,2.00000e-03
4.78836e-04,-1.52405e-04,5.11178e-05,0.00000e+00,1.33659e+00,1.52405e-04,-5.11178e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.65200e-01,3.00000e-01,2.65200e-01,2.00000e-03
5.28164e-04,-1.51809e-04,5.13811e-05,0.00000e+00,1.33558e+00,1.51809e-04,-5.13811e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.65600e-01,3.00000e-01,2.65600e-01,2.00000e-03
5.77967e-04,-1.51176e-04,5.16224e-05,0.00000e+00,1.33458e+00,1.51176e-04,-5.16224e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.66000e-01,3.00000e-01,2.66000e-01,2.00000e-03
6.27960e-04,-1.50535e-04,5.18493e-05,0.00000e+00,1.33357e+00,1.50535e-04,-5.18493e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.66400e-01,3.00000e-01,2.66400e-01,2.00000e-03
6.78391e-04,-1.49861e-04,5.20574e-05,0.00000e+00,1.33257e+00,1.49861e-04,-5.20574e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.66800e-01,3.00000e-01,2.66800e-01,2.00000e-03
7.29511e-04,-1.49131e-04,5.22434e-05,0.00000e+00,1.33157e+00,1.49131e-04,-5.22434e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.67200e-01,3.00000e-01,2.67200e-01,2.00000e-03
7.80803e-04,-1.48394e-04,5.24162e-05,0.00000e+00,1.33056e+00,1.48394e-04,-5.24162e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.67600e-01,3.00000e-01,2.67600e-01,2.00000e-03
8.32268e-04,-1.47652e-04,5.25757e-05,0.00000e+00,1.32956e+00,1.47652e-04,-5.25757e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.68000e-01,3.00000e-01,2.68000e-01,2.00000e-03
8.84551e-04,-1.46844e-04,5.27205e-05,0.00000e+00,1.32855e+00,1.46844e-04,-5.27205e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.68400e-01,3.00000e-01,2.68400e-01,2.00000e-03
9.36983e-04,-1.46033e-04,5.28535e-05,0.00000e+00,1.32755e+00,1.46033e-04,-5.28535e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.68800e-01,3.00000e-01,2.68800e-01,2.00000e-03
9.89856e-04,-1.45202e-04,5.29742e-05,0.00000e+00,1.32654e+00,1.45202e-04,-5.29742e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.69200e-01,3.00000e-01,2.69200e-01,2.00000e-03
1.04341e-03,-1.44331e-04,5.30919e-05,0.00000e+00,1.32554e+00,1.44331e-04,-5.30919e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.69600e-01,3.00000e-01,2.69600e-01,2.00000e-03
1.09726e-03,-1.43447e-04,5.32053e-05,0.00000e+00,1.32454e+00,1.43447e-04,-5.32053e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.70000e-01,3.00000e-01,2.70000e-01,2.00000e-03
1.15121e-03,-1.42565e-04,5.33111e-05,0.00000e+00,1.32353e+00,1.42565e-04,-5.33111e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.70400e-01,3.00000e-01,2.70400e-01,2.00000e-03
1.20541e-03,-1.41678e-04,5.34173e-05,0.00000e+00,1.32253e+00,1.41678e-04,-5.34173e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.70800e-01,3.00000e-01,2.70800e-01,2.00000e-03
1.25997e-03,-1.40778e-04,5.35336e-05,0.00000e+00,1.32153e+00,1.40778e-04,-5.35336e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.71200e-01,3.00000e-01,2.71200e-01,2.00000e-03
1.31461e-03,-1.39882e-04,5.36442e-05,0.00000e+00,1.32052e+00,1.39882e-04,-5.36442e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.71600e-01,3.00000e-01,2.71600e-01,2.00000e-03
1.36934e-03,-1.38992e-04,5.37491e-05,0.00000e+00,1.31952e+00,1.38992e-04,-5.37491e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.72000e-01,3.00000e-01,2.72000e-01,2.00000e-03
1.42440e-03,-1.38103e-04,5.38885e-05,0.00000e+00,1.31852e+00,1.38103e-04,-5.38885e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.72400e-01,3.00000e-01,2.72400e-01,2.00000e-03
1.47954e-03,-1.37222e-04,5.40245e-05,0.00000e+00,1.31752e+00,1.37222e-04,-5.40245e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.72800e-01,3.00000e-01,2.72800e-01,2.00000e-03
1.53473e-03,-1.36348e-04,5.41570e-05,0.00000e+00,1.31652e+00,1.36348e-04,-5.41570e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.73200e-01,3.00000e-01,2.73200e-01,2.00000e-03
1.59007e-03,-1.35494e-04,5.43232e-05,0.00000e+00,1.31551e+00,1.35494e-04,-5.43232e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.73600e-01,3.00000e-01,2.73600e-01,2.00000e-03
1.64548e-03,-1.34657e-04,5.45065e-05,0.00000e+00,1.31451e+00,1.34657e-04,-5.45065e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.74000e-01,3.00000e-01,2.74000e-01,2.00000e-03
1.70094e-03,-1.33829e-04,5.46888e-05,0.00000e+00,1.31351e+00,1.33829e-04,-5.46887e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.74400e-01,3.00000e-01,2.74400e-01,2.00000e-03
1.75644e-03,-1.33026e-04,5.48939e-05,0.00000e+00,1.31251e+00,1.33026e-04,-5.48939e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.74800e-01,3.00000e-01,2.74800e-01,2.00000e-03
1.81193e-03,-1.32261e-04,5.51475e-05,0.00000e+00,1.31151e+00,1.32261e-04,-5.51475e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.75200e-01,3.00000e-01,2.75200e-01,2.00000e-03
1.86756e-03,-1.31523e-04,5.54229e-05,0.00000e+00,1.31051e+00,1.31523e-04,-5.54229e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.75600e-01,3.00000e-01,2.75600e-01,2.00000e-03
1.92324e-03,-1.30810e-04,5.57136e-05,0.00000e+00,1.30951e+00,1.30810e-04,-5.57136e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.76000e-01,3.00000e-01,2.76000e-01,2.00000e-03
1.97872e-03,-1.30179e-04,5.60987e-05,0.00000e+00,1.30851e+00,1.30179e-04,-5.60987e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.76400e-01,3.00000e-01,2.76400e-01,2.00000e-03
2.03417e-03,-1.29570e-04,5.64912e-05,0.00000e+00,1.30751e+00,1.29570e-04,-5.64912e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.76800e-01,3.00000e-01,2.76800e-01,2.00000e-03
2.08958e-03,-1.28984e-04,5.68911e-05,0.00000e+00,1.30651e+00,1.28984e-04,-5.68911e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.77200e-01,3.00000e-01,2.77200e-01,2.00000e-03
2.14473e-03,-1.28477e-04,5.73690e-05,0.00000e+00,1.30551e+00,1.28477e-04,-5.73690e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.77600e-01,3.00000e-01,2.77600e-01,2.00000e-03
2.19973e-03,-1.28023e-04,5.78921e-05,0.00000e+00,1.30451e+00,1.28023e-04,-5.78921e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.78000e-01,3.00000e-01,2.78000e-01,2.00000e-03
2.25467e-03,-1.27596e-04,5.84255e-05,0.00000e+00,1.30351e+00,1.27596e-04,-5.84255e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.78400e-01,3.00000e-01,2.78400e-01,2.00000e-03
2.30940e-03,-1.27230e-04,5.90098e-05,0.00000e+00,1.30251e+00,1.27230e-04,-5.90098e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.78800e-01,3.00000e-01,2.78800e-01,2.00000e-03
2.36375e-03,-1.26965e-04,5.96875e-05,0.00000e+00,1.30151e+00,1.26965e-04,-5.96875e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.79200e-01,3.00000e-01,2.79200e-01,2.00000e-03
2.41803e-03,-1.26729e-04,6.03786e-05,0.00000e+00,1.30052e+00,1.26729e-04,-6.03786e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.79600e-01,3.00000e-01,2.79600e-01,2.00000e-03
2.47223e-03,-1.26521e-04,6.10831e-05,0.00000e+00,1.29952e+00,1.26521e-04,-6.10831e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.80000e-01,3.00000e-01,2.80000e-01,2.00000e-03
2.52576e-03,-1.26475e-04,6.19393e-05,0.00000e+00,1.29852e+00,1.26475e-04,-6.19393e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.80400e-01,3.00000e-01,2.80400e-01,2.00000e-03
2.57920e-03,-1.26461e-04,6.28121e-05,0.00000e+00,1.29752e+00,1.26461e-04,-6.28121e-05,0.00000e+00,5.00000e-01,1.00000e+03,1,2.80800e-01,3.00000e-01,2.80800e-01,2.00000e-03
